"","Log_Total_hour_salary","ingtot","y_ingLab_m","y_salary_m","y_salarySec_m","y_ingLab_m_ha","y_salary_m_hu","y_salarySec_m_ha","totalHoursWorked","hoursWorkUsual","hoursWorkActualSecondJob","age","sex","estrato1","maxEducLevel","college","edu_years","exp","oficio","relab","formal","microEmpresa","regSalud","sizeFirm","p6240","ocu","dsi"
"1",9.03650117552937,1840833.33333333,1620833.25,1300000,NA,8404.3203125,6740.74072265625,NA,45,45,NA,36,1,2,6,1,11,19,39,2,1,"No Small",2,5,1,1,0
"2",8.81036160236774,1878973.33333333,1378973.375,1200000,NA,6703.3427734375,5833.33349609375,NA,48,48,NA,51,1,2,7,0,14,31,85,1,1,"No Small",1,3,1,1,0
"3",8.21084574709186,883357,883357,737717,NA,3680.65405273438,3073.82080078125,NA,56,56,NA,45,1,2,4,0,5,34,45,1,1,"Small",1,2,1,1,0
"4",8.31466890737492,1200000,7e+05,7e+05,NA,4083.33325195312,4083.33325195312,NA,40,40,NA,61,1,2,3,0,3,52,53,1,0,"No Small",3,4,1,1,0
"5",9.15248323062713,1941500,1941500.125,1700000,NA,9437.84765625,8263.888671875,NA,48,48,NA,35,0,2,7,0,16,13,13,2,1,"No Small",2,5,6,1,0
"6",8.75107883926235,1083000,1083000,950000,NA,6317.5,5541.66650390625,NA,40,40,NA,35,0,2,6,1,11,18,42,1,1,"No Small",1,5,1,1,0
"7",9.0561939239108,1716333.33333333,1616333.375,1450000,NA,8571.46484375,7689.39404296875,NA,44,44,NA,39,1,2,7,0,18,15,33,1,1,"No Small",1,5,4,1,0
"8",8.12149502598218,779000,779000,750000,NA,3366.04931640625,3240.74072265625,NA,54,54,NA,29,1,2,6,1,11,12,45,1,1,"Small",1,2,4,1,0
"9",8.29161595599613,820857,820857,737717,NA,3990.27709960938,3586.12426757812,NA,48,48,NA,56,0,2,4,0,5,45,55,1,1,"No Small",1,5,1,1,0
"10",8.54615857960671,1226333.41666667,882333.4375,737717,NA,5146.94482421875,4303.34912109375,NA,40,40,NA,23,1,2,7,0,15,2,39,1,1,"No Small",1,5,1,1,0
"11",8.3197424906641,1237806.66666667,949806.6875,8e+05,NA,4104.10302734375,3456.7900390625,NA,54,54,NA,30,1,2,6,1,11,13,53,1,1,"No Small",1,3,1,1,0
"12",8.4375254866625,949806.666666667,949806.6875,8e+05,NA,4617.11572265625,3888.88891601562,NA,48,48,NA,28,1,2,7,0,13,9,39,1,1,"No Small",1,5,1,1,0
"13",8.38366179879172,310000,3e+05,3e+05,NA,4375,4375,NA,16,16,NA,36,1,2,6,1,11,19,37,1,0,"Small",3,2,4,1,0
"14",8.95369930322765,1591500,1591500,1500000,NA,7736.45849609375,7291.66650390625,NA,48,48,NA,33,0,2,7,0,14,13,39,1,1,"No Small",1,3,1,1,0
"15",8.26072011885228,795883.666666667,795883.6875,737717,NA,3868.87915039062,3586.12426757812,NA,48,48,NA,38,1,2,6,1,11,21,37,1,1,"No Small",1,5,1,1,0
"16",8.63360358404018,1083333.33333333,1083333.375,1e+06,NA,5617.2841796875,5185.18505859375,NA,45,45,NA,51,0,2,6,1,11,34,55,1,1,"No Small",1,4,1,1,0
"17",9.7791728191122,3633333.33333333,3633333.25,3500000,NA,17662.037109375,17013.888671875,NA,48,48,NA,43,1,2,7,0,14,23,21,1,1,"No Small",1,5,1,1,0
"18",9.17804495165571,1659806.66666667,1659806.625,1400000,NA,9682.205078125,8166.66650390625,NA,40,40,NA,41,0,2,6,1,11,24,32,2,1,"No Small",2,5,1,1,0
"19",8.29893107805595,826883.666666667,826883.6875,737717,NA,4019.57348632812,3586.12426757812,NA,48,48,NA,31,0,2,6,1,11,14,97,1,1,"No Small",1,4,1,1,0
"20",8.2976201016729,825800.333333333,825800.375,737717,NA,4014.30737304688,3586.12426757812,NA,48,48,NA,36,1,2,5,0,8,22,98,1,1,"No Small",1,4,1,1,0
"21",8.39507797043991,910333.416666667,910333.4375,737717,NA,4425.23193359375,3586.12426757812,NA,48,48,NA,50,0,2,6,1,11,33,55,1,1,"No Small",1,5,4,1,0
"22",8.57244393285606,1087000,1087000,9e+05,NA,5284.02783203125,4375,NA,48,48,NA,42,0,2,6,1,11,25,54,3,1,"Small",1,1,1,1,0
"23",8.95902595067072,1500000,1500000,1500000,NA,7777.77783203125,7777.77783203125,NA,45,45,NA,45,1,2,4,0,5,34,98,1,1,"No Small",1,3,1,1,0
"24",8.02508030320624,786000,786000,786000,NA,3056.66674804688,3056.66674804688,NA,60,60,NA,20,1,2,7,0,13,1,95,1,1,"No Small",1,5,1,1,0
"25",8.7383325481736,1283140,1283140,1200000,NA,6237.486328125,5833.33349609375,NA,48,48,NA,49,1,2,6,1,11,32,58,1,1,"No Small",1,4,1,1,0
"26",8.91009079098817,1333140,1333140,1200000,NA,7406.33349609375,6666.66650390625,NA,42,42,NA,27,1,2,7,0,12,9,33,1,1,"No Small",1,5,1,1,0
"27",9.78648542527031,3050000,3050000,2300000,6e+05,17791.666015625,13416.6669921875,NA,40,40,NA,24,0,2,7,0,18,0,30,1,1,"No Small",1,4,6,1,0
"28",8.75504284164843,2283333.33333333,2283333.25,1700000,NA,6342.59228515625,4722.22216796875,NA,84,84,NA,47,0,2,7,0,19,22,19,1,1,"No Small",1,5,1,1,0
"29",8.6023509798267,350000,350000,350000,NA,5444.4443359375,5444.4443359375,NA,15,15,NA,21,1,3,7,0,15,0,42,1,0,"No Small",3,3,6,1,0
"30",8.29161595599613,820857,820857,737717,NA,3990.27709960938,3586.12426757812,NA,48,48,NA,29,1,2,6,1,11,12,55,1,0,"Small",1,2,1,1,0
"31",8.74905859654232,1513140,1513140,1200000,NA,6304.75,5000,NA,56,56,NA,35,1,2,4,0,5,24,98,1,1,"No Small",1,5,1,1,0
"32",8.36383711768092,882333.416666667,882333.4375,737717,NA,4289.12109375,3586.12426757812,NA,48,48,NA,56,0,2,6,1,11,39,55,1,1,"No Small",1,5,1,1,0
"33",8.73196846679943,1275000,1275000,1200000,NA,6197.91650390625,5833.33349609375,NA,48,48,NA,53,0,2,6,1,11,36,45,1,1,"No Small",1,5,1,1,0
"34",8.97453014396751,1625000,1625000,1500000,NA,7899.3056640625,7291.66650390625,NA,48,48,NA,23,0,2,7,0,15,2,39,1,1,"No Small",1,5,1,1,0
"35",8.27099664330011,820857,820857,737717,NA,3908.8427734375,3512.93798828125,NA,49,49,NA,41,1,2,6,1,11,24,55,1,1,"No Small",1,3,1,1,0
"36",8.29161595599613,820857,820857,737717,NA,3990.27709960938,3586.12426757812,NA,48,48,NA,32,0,2,6,1,11,15,32,1,0,"No Small",1,5,1,1,0
"37",8.11172805889401,1550000,1200000,1200000,NA,3333.33325195312,3333.33325195312,NA,84,84,NA,62,1,2,4,0,5,51,39,1,0,"Small",3,2,1,1,0
"38",9.01560714717557,1693140,1693140,1400000,NA,8230.5419921875,6805.5556640625,NA,48,48,NA,24,1,2,7,0,11,7,84,1,1,"No Small",1,5,1,1,0
"39",10.1064283965328,3150000,3150000,2800000,NA,24500,21777.77734375,NA,30,30,NA,43,0,3,7,0,18,19,13,2,1,"No Small",2,5,6,1,0
"40",10.0323204243791,2925000,2925000,2600000,NA,22750,20222.22265625,NA,30,30,NA,55,1,3,7,0,20,29,13,2,1,"No Small",2,5,6,1,0
"41",8.36714886389406,1587717,737717,737717,NA,4303.34912109375,4303.34912109375,NA,40,40,NA,73,0,2,4,0,5,62,54,3,1,"Small",1,1,1,1,0
"42",8.4890223590924,1e+06,1e+06,1e+06,NA,4861.111328125,4861.111328125,NA,48,48,NA,51,1,2,5,0,7,38,93,1,0,"Small",3,2,1,1,0
"43",8.36405271080131,882523.666666667,882523.6875,737717,NA,4290.0458984375,3586.12426757812,NA,48,48,NA,47,0,3,6,1,11,30,97,1,1,"No Small",1,5,6,1,0
"44",8.75489425053824,1237140,1087140,9e+05,NA,6341.64990234375,5250,NA,40,40,NA,29,0,3,6,1,11,12,39,1,1,"No Small",1,4,1,1,0
"45",7.96676265309689,1551473.33333333,741473.3125,625000,NA,2883.50732421875,2430.5556640625,NA,60,60,NA,25,0,3,6,1,11,8,54,3,1,"Small",1,1,6,1,0
"46",8.42199183381556,935166.666666667,935166.6875,781000,NA,4545.94921875,3796.52783203125,NA,48,48,NA,24,0,3,6,1,11,7,58,1,1,"No Small",1,5,1,1,0
"47",8.42838727195939,941166.666666667,941166.6875,781000,NA,4575.11572265625,3796.52783203125,NA,48,48,NA,27,1,3,6,1,11,10,58,1,1,"No Small",1,5,1,1,0
"48",10.7482359604723,11177083.3333333,8977084,7500000,NA,46547.84375,38888.890625,NA,45,45,NA,52,1,4,7,0,20,26,2,2,1,"No Small",1,5,6,1,0
"49",10.3483712333287,6018333.33333333,6018333.5,5200000,NA,31206.173828125,26962.962890625,NA,45,45,NA,52,0,4,7,0,19,27,2,2,1,"No Small",1,5,1,1,0
"50",8.86846737630359,1461473.33333333,1461473.375,1320000,NA,7104.38427734375,6416.66650390625,NA,48,48,NA,25,1,4,7,0,16,3,2,1,1,"No Small",1,5,1,1,0
"51",9.26221227823247,2166666.66666667,2166666.75,2e+06,NA,10532.408203125,9722.22265625,NA,48,48,NA,30,0,4,7,0,16,8,2,1,1,"No Small",1,4,1,1,0
"52",8.40201094557679,916666.666666667,916666.6875,850000,NA,4456.0185546875,4131.9443359375,NA,48,48,NA,19,0,3,7,0,12,1,33,1,1,"No Small",1,5,1,1,0
"53",8.37176576266504,889357,889357,737717,NA,4323.26318359375,3586.12426757812,NA,48,48,NA,37,0,3,7,0,14,17,41,1,1,"No Small",1,5,6,1,0
"54",8.49732106561134,1308333.33333333,1008333.3125,950000,NA,4901.6201171875,4618.0556640625,NA,48,48,NA,18,0,3,7,0,13,0,41,1,1,"No Small",1,3,1,1,0
"55",10.1785028988429,6716666.66666667,5416666.5,5e+06,NA,26331.017578125,24305.5546875,NA,48,48,NA,41,1,4,7,0,16,19,44,1,1,"No Small",1,5,6,1,0
"56",8.52824304906573,650000,650000,650000,NA,5055.5556640625,5055.5556640625,NA,30,30,NA,33,0,4,7,0,18,9,53,1,1,"No Small",1,3,1,1,0
"57",8.32633518540786,849857,849857,737717,NA,4131.24951171875,3586.12426757812,NA,48,48,NA,53,0,2,6,1,11,36,55,1,1,"No Small",1,5,1,1,0
"58",8.24936582823768,897717,737717,737717,NA,3825.19921875,3825.19921875,NA,45,45,NA,60,0,3,4,0,5,49,54,3,0,"Small",1,1,6,1,0
"59",9.43027879234144,2018667,1602000,1602000,NA,12460,12460,NA,30,30,NA,43,0,2,7,0,16,21,13,2,1,"No Small",2,5,6,1,0
"60",8.24056097661395,780000,780000,780000,NA,3791.66674804688,3791.66674804688,NA,48,48,NA,62,0,2,6,1,11,45,92,1,0,"No Small",3,3,6,1,0
"61",9.4290295642217,3200000,3200000,3200000,NA,12444.4443359375,12444.4443359375,NA,60,60,NA,47,1,2,6,1,11,30,98,1,0,"No Small",1,3,1,1,0
"62",8.44820028505205,3e+05,3e+05,3e+05,NA,4666.66650390625,4666.66650390625,NA,15,15,NA,18,1,3,7,0,13,0,53,1,0,"Small",1,2,6,1,0
"63",9.70096326849481,1550000,7e+05,7e+05,NA,16333.3330078125,16333.3330078125,NA,10,10,NA,44,0,3,7,0,14,24,37,1,1,"No Small",1,3,4,1,0
"64",7.75505310449211,8e+05,8e+05,8e+05,NA,2333.33325195312,2333.33325195312,NA,80,80,NA,23,1,2,6,1,11,6,37,1,0,"Small",NA,2,1,1,0
"65",9.09307803813342,3201666.66666667,3201666.75,2900000,NA,8893.5185546875,8055.5556640625,NA,84,84,NA,38,1,3,5,0,8,24,58,1,1,"No Small",1,5,6,1,0
"66",8.2236021589371,766883.666666667,766883.6875,737717,NA,3727.90673828125,3586.12426757812,NA,48,48,NA,22,1,3,6,1,11,5,38,1,1,"No Small",1,5,1,1,0
"67",8.18482730710011,737717,737717,737717,NA,3586.12426757812,3586.12426757812,NA,48,48,NA,21,0,3,6,1,11,4,6,1,1,"Small",1,2,1,1,0
"68",8.2236021589371,766883.666666667,766883.6875,737717,NA,3727.90673828125,3586.12426757812,NA,48,48,NA,47,1,3,6,1,11,30,85,1,1,"No Small",1,4,1,1,0
"69",8.2645867597735,798967,798967.0625,737717,NA,3883.86767578125,3586.12426757812,NA,48,48,NA,50,0,3,6,1,11,33,55,1,1,"No Small",1,5,1,1,0
"70",8.88093902485602,1541473.33333333,1541473.375,1300000,NA,7193.54248046875,6066.66650390625,NA,50,50,NA,35,1,3,7,0,13,16,3,1,1,"No Small",1,5,1,1,0
"71",8.55392988369142,889217,889217,737717,NA,5187.09912109375,4303.34912109375,NA,40,40,NA,37,0,3,7,0,14,17,54,1,1,"No Small",1,5,6,1,0
"72",8.61022467611347,1058300,1058300,9e+05,NA,5487.4814453125,4666.66650390625,NA,45,45,NA,24,0,2,7,0,16,2,21,1,1,"No Small",1,5,1,1,0
"73",7.63727005575676,720000,320000,3e+05,NA,2074.07397460938,1944.44445800781,NA,36,36,NA,47,0,2,5,0,6,35,54,3,0,"Small",3,1,1,1,0
"74",8.63942879964264,1320640,1162306.625,1e+06,NA,5650.1015625,4861.111328125,NA,48,48,NA,18,1,3,7,0,11,1,70,1,1,"No Small",1,4,6,1,0
"75",7.64969262371151,530000,360000,360000,NA,2100,2100,NA,40,40,NA,46,0,3,6,1,11,29,54,3,0,"Small",1,1,1,1,0
"76",8.24056097661395,838333,780000,780000,NA,3791.66674804688,3791.66674804688,NA,48,48,NA,57,0,2,6,1,10,41,55,1,1,"No Small",1,5,1,1,0
"77",9.07680897935166,6e+05,6e+05,6e+05,NA,8750,8750,NA,16,16,NA,24,1,2,6,1,11,7,58,1,0,"Small",3,2,6,1,0
"78",8.18482730710011,737717,737717,737717,NA,3586.12426757812,3586.12426757812,NA,48,48,NA,20,0,2,7,0,13,1,33,1,1,"No Small",1,4,1,1,0
"79",8.14400535512938,737717,737717,737717,NA,3442.67944335938,3442.67944335938,NA,50,50,NA,42,1,2,5,0,7,29,93,1,0,"Small",3,2,6,1,0
"80",8.73181680088299,1274806.66666667,1274806.625,1100000,NA,6196.9765625,5347.22216796875,NA,48,48,NA,25,1,2,6,1,11,8,37,1,1,"No Small",1,5,1,1,0
"81",9.80632382002636,2333333.33333333,2333333.25,2e+06,NA,18148.1484375,15555.5556640625,NA,30,30,NA,58,0,3,7,0,16,36,13,2,1,"No Small",2,5,6,1,0
"82",9.40371173812808,2600000,2600000,2100000,NA,12133.3330078125,9800,NA,50,50,NA,46,1,2,6,1,11,29,39,1,1,"No Small",1,4,1,1,0
"83",8.43772904355823,950000,950000,950000,NA,4618.0556640625,4618.0556640625,NA,48,48,NA,25,1,2,6,1,11,8,45,1,1,"No Small",1,5,1,1,0
"84",9.26221227823247,2166666.66666667,2166666.75,2e+06,NA,10532.408203125,9722.22265625,NA,48,48,NA,31,0,3,7,0,16,9,6,1,1,"No Small",1,5,1,1,0
"85",9.02344363844184,1599806.66666667,1599806.625,1400000,NA,8295.2939453125,7259.25927734375,NA,45,45,NA,23,0,3,7,0,17,0,2,1,1,"No Small",1,5,6,1,0
"86",8.56946621567264,903140,903140,8e+05,NA,5268.31689453125,4666.66650390625,NA,40,40,NA,25,1,3,7,0,16,3,39,1,1,"No Small",1,3,2,1,0
"87",8.67134389914528,1200000,1200000,1200000,NA,5833.33349609375,5833.33349609375,NA,48,48,NA,26,1,2,6,1,11,9,77,1,0,"Small",3,2,1,1,0
"88",9.97990193096924,4441000,4441000,4066000,NA,21588.1953125,19765.27734375,NA,48,48,NA,35,0,3,7,0,16,13,21,1,1,"No Small",1,5,6,1,0
"89",8.64300725988035,1166473.33333333,1166473.375,1e+06,NA,5670.3564453125,4861.111328125,NA,48,48,NA,52,1,2,5,0,8,38,58,1,1,"No Small",1,5,1,1,0
"90",8.36383711768092,882333.416666667,882333.4375,737717,NA,4289.12109375,3586.12426757812,NA,48,48,NA,51,0,2,5,0,8,37,55,1,1,"No Small",1,5,1,1,0
"91",8.76540070404527,1483140,1483140,1400000,NA,6408.62939453125,6049.3828125,NA,54,54,NA,60,1,2,6,1,11,43,93,1,1,"No Small",1,5,1,1,0
"92",8.75507717614277,1388140,1304806.625,1140000,NA,6342.81005859375,5541.66650390625,NA,48,48,NA,30,1,3,6,1,11,13,58,1,1,"No Small",1,3,1,1,0
"93",7.82404601085629,9e+05,9e+05,9e+05,NA,2500,2500,NA,84,84,NA,32,1,3,5,0,9,17,77,1,0,"Small",NA,2,1,1,0
"94",8.69044361896214,1223140,1223140,1140000,NA,5945.8193359375,5541.66650390625,NA,48,48,NA,27,1,3,3,0,3,18,58,1,1,"No Small",1,3,1,1,0
"95",8.18482730710011,837717,737717,737717,NA,3586.12426757812,3586.12426757812,NA,48,48,NA,21,1,3,7,0,13,2,19,1,1,"No Small",1,5,1,1,0
"96",8.4890223590924,1e+06,1e+06,1e+06,NA,4861.111328125,4861.111328125,NA,48,48,NA,30,1,2,7,0,14,10,15,1,1,"No Small",1,5,1,1,0
"97",9.70096326849481,3150000,3150000,2700000,NA,16333.3330078125,14000,NA,45,45,NA,27,1,3,7,0,16,5,8,1,1,"No Small",1,5,1,1,0
"98",8.64300725988035,1426473.33333333,1166473.375,1e+06,NA,5670.3564453125,4861.111328125,NA,48,48,NA,59,1,3,3,0,4,49,45,1,1,"No Small",1,5,1,1,0
"99",8.9337081571739,1300000,1300000,1200000,NA,7583.33349609375,7000,NA,40,40,NA,57,0,3,4,0,5,46,54,3,1,"Small",1,1,1,1,0
"100",7.9626925215862,8e+05,8e+05,8e+05,NA,2871.794921875,2871.794921875,NA,65,65,NA,43,1,3,6,1,11,26,84,1,0,"Small",1,2,1,1,0
"101",8.82820989021628,1403806.66666667,1403806.625,1200000,NA,6824.06005859375,5833.33349609375,NA,48,48,NA,42,1,2,7,0,12,24,58,1,1,"No Small",1,5,1,1,0
"102",9.36449107970523,3e+06,3e+06,3e+06,NA,11666.6669921875,11666.6669921875,NA,60,60,NA,26,0,4,7,0,15,5,45,1,0,"Small",1,2,1,1,0
"103",8.29161595599613,820857,820857,737717,NA,3990.27709960938,3586.12426757812,NA,48,48,NA,22,1,2,6,1,11,5,58,1,1,"No Small",1,4,1,1,0
"104",9.66767732452745,3250000,3250000,3e+06,NA,15798.611328125,14583.3330078125,NA,48,48,NA,41,0,3,7,0,16,19,39,1,1,"No Small",1,5,1,1,0
"105",8.71536078336054,1254000,1254000,9e+05,NA,6095.83349609375,4375,NA,48,48,NA,44,0,2,6,1,11,27,90,1,1,"No Small",1,5,1,1,0
"106",8.81337858315158,1383140,1383140,1200000,NA,6723.59716796875,5833.33349609375,NA,48,48,NA,21,1,2,7,0,13,2,55,1,1,"No Small",1,5,1,1,0
"107",7.79587517853245,5e+05,5e+05,5e+05,NA,2430.5556640625,2430.5556640625,NA,48,48,NA,19,1,2,6,1,11,2,58,2,1,"No Small",2,5,1,1,0
"108",6.90775527898214,3e+05,3e+05,3e+05,NA,1000,1000,NA,70,70,NA,19,1,2,6,1,11,2,58,2,1,"No Small",2,5,1,1,0
"109",10.5664827432348,8272166.66666667,7984166.5,7370000,NA,38811.921875,35826.390625,NA,48,48,NA,59,1,4,7,0,15,38,3,1,1,"Small",1,2,6,1,0
"110",8.46102826368491,1260394.16666667,972394.1875,820850,NA,4726.916015625,3990.2431640625,NA,48,48,NA,53,0,4,7,0,16,31,51,1,1,"Small",1,2,6,1,0
"111",10.7019952682851,1.2e+07,1.2e+07,1e+07,2e+06,44444.4453125,38888.890625,155555.555555556,63,60,3,51,0,4,7,0,24,21,21,2,1,"No Small",1,5,1,1,0
"112",9.47608211443906,2683333.33333333,2683333.25,2500000,NA,13043.9814453125,12152.77734375,NA,48,48,NA,31,1,4,7,0,16,9,2,1,1,"Small",1,2,6,1,0
"113",9.26118608574572,1623333.33333333,1623333.375,1490000,NA,10521.60546875,9657.4072265625,NA,36,36,NA,28,0,4,7,0,16,6,39,1,1,"No Small",1,5,1,1,0
"114",8.7513865617467,1300000,1300000,1300000,NA,6319.4443359375,6319.4443359375,NA,48,48,NA,26,1,3,7,0,16,4,2,1,1,"No Small",1,4,1,1,0
"115",9.10959883817695,1550000,1550000,1550000,NA,9041.6669921875,9041.6669921875,NA,40,40,NA,57,0,2,7,0,18,33,13,2,1,"No Small",2,5,4,1,0
"116",7.75505310449211,6e+05,6e+05,6e+05,NA,2333.33325195312,2333.33325195312,NA,60,60,NA,49,0,3,7,0,14,29,77,1,1,"Small",1,2,6,1,0
"117",9.70541763877403,3375000,3375000,3e+06,NA,16406.25,14583.3330078125,NA,48,48,NA,58,0,2,7,0,13,39,39,2,1,"No Small",1,5,6,1,0
"118",8.36499649324989,1033357,883357,737717,NA,4294.0966796875,3586.12426757812,NA,48,48,NA,25,1,3,6,1,11,8,87,1,1,"No Small",1,4,6,1,0
"119",9.46509023353859,2837333.33333333,2654000,2e+06,NA,12901.388671875,9722.22265625,NA,48,48,NA,26,0,3,7,0,16,4,2,1,1,"No Small",1,5,1,1,0
"120",8.89448740023628,1500000,1500000,1500000,NA,7291.66650390625,7291.66650390625,NA,48,48,NA,51,1,3,6,1,11,34,91,1,0,"Small",1,2,6,1,0
"121",7.86454792290562,781000,781000,781000,NA,2603.33325195312,2603.33325195312,NA,70,70,NA,45,1,3,6,1,11,28,98,1,1,"Small",1,2,1,1,0
"122",8.40201094557679,916666.666666667,916666.6875,850000,NA,4456.0185546875,4131.9443359375,NA,48,48,NA,38,1,2,6,1,11,21,98,1,1,"No Small",1,4,1,1,0
"123",10.0365848421625,5287500,5287500,4700000,NA,22847.22265625,20308.642578125,NA,54,54,NA,36,1,3,7,0,17,13,8,2,1,"No Small",1,5,1,1,0
"124",7.75505310449211,650000,5e+05,5e+05,NA,2333.33325195312,2333.33325195312,NA,50,50,NA,20,1,1,5,0,9,5,98,1,0,"Small",3,2,6,1,0
"125",11.2252433925184,1.8e+07,1.8e+07,1.8e+07,NA,75000,75000,NA,56,56,NA,53,0,4,7,0,18,29,6,1,1,"No Small",1,5,6,1,0
"126",7.8861508784799,820857,820857,737717,NA,2660.18481445312,2390.74951171875,NA,72,72,NA,22,1,2,6,1,11,5,39,1,1,"No Small",1,5,6,1,0
"127",8.29161595599613,820857,820857,737717,NA,3990.27709960938,3586.12426757812,NA,48,48,NA,46,1,1,4,0,5,35,95,1,1,"Small",1,2,6,1,0
"128",8.22315332072094,862357,862357,737717,NA,3726.23388671875,3187.666015625,NA,54,54,NA,18,1,1,6,1,10,2,89,1,1,"Small",1,2,1,1,0
"129",8.32633518540786,849857,849857,737717,NA,4131.24951171875,3586.12426757812,NA,48,48,NA,27,0,2,6,1,11,10,79,1,1,"No Small",1,5,1,1,0
"130",8.69316520537756,1226473.33333333,1226473.375,1e+06,NA,5962.0234375,4861.111328125,NA,48,48,NA,52,0,2,7,0,13,33,59,1,1,"No Small",1,5,1,1,0
"131",7.10272799797251,550000,250000,250000,NA,1215.27783203125,1215.27783203125,NA,48,48,NA,55,0,2,6,1,10,39,54,3,0,"Small",2,1,1,1,0
"132",8.7513865617467,1300000,1300000,1300000,NA,6319.4443359375,6319.4443359375,NA,48,48,NA,37,1,2,7,0,13,18,19,1,1,"No Small",1,5,1,1,0
"133",8.3067007219413,833333.333333333,833333.3125,8e+05,NA,4050.92578125,3888.88891601562,NA,48,48,NA,63,1,1,3,0,3,54,83,1,1,"No Small",1,5,1,1,0
"134",8.44820028505205,750000,6e+05,6e+05,NA,4666.66650390625,4666.66650390625,NA,30,30,NA,49,0,2,4,0,5,38,54,3,0,"Small",1,1,1,1,0
"135",8.32650335869126,850000,850000,850000,NA,4131.9443359375,4131.9443359375,NA,48,48,NA,22,1,2,6,1,11,5,59,1,0,"No Small",3,3,1,1,0
"136",8.46370454080591,1155000,975000,9e+05,NA,4739.58349609375,4375,NA,48,48,NA,44,1,2,7,0,14,24,36,1,1,"No Small",1,5,1,1,0
"137",8.32653124695858,850023.666666667,850023.6875,737717,NA,4132.0595703125,3586.12426757812,NA,48,48,NA,23,1,1,6,1,11,6,39,1,1,"No Small",1,5,1,1,0
"138",7.90920379926675,7e+05,7e+05,7e+05,NA,2722.22216796875,2722.22216796875,NA,60,60,NA,28,1,1,3,0,2,20,39,1,0,"No Small",3,5,1,1,0
"139",8.29161595599613,820857,820857,737717,NA,3990.27709960938,3586.12426757812,NA,48,48,NA,41,1,1,5,0,9,26,58,1,1,"No Small",1,4,1,1,0
"140",8.57257273994185,1087140,1087140,9e+05,NA,5284.70849609375,4375,NA,48,48,NA,45,1,2,6,1,11,28,98,1,1,"No Small",1,5,6,1,0
"141",8.57887763744994,1025640,1025640,870000,NA,5318.13330078125,4511.111328125,NA,45,45,NA,44,0,2,6,1,11,27,32,1,1,"Small",1,2,6,1,0
"142",8.68458905210242,1266666.66666667,1266666.625,1200000,NA,5911.11083984375,5600,NA,50,50,NA,40,1,2,7,0,13,21,21,1,1,"No Small",1,3,1,1,0
"143",8.67781177636349,1132300,1132300,9e+05,NA,5871.18505859375,4666.66650390625,NA,45,45,NA,34,0,2,7,0,13,15,3,1,1,"No Small",1,5,1,1,0
"144",8.12280522531175,866690.333333333,866690.3125,737717,NA,3370.46240234375,2868.8994140625,NA,60,60,NA,26,1,3,6,1,11,9,33,1,1,"Small",1,2,1,1,0
"145",8.61091101745023,941357,941357,737717,NA,5491.2490234375,4303.34912109375,NA,40,40,NA,23,0,3,6,1,11,6,55,1,1,"No Small",1,5,1,1,0
"146",8.33041723631671,950000,8e+05,8e+05,NA,4148.14794921875,4148.14794921875,NA,45,45,NA,44,1,3,4,0,5,33,51,1,0,"No Small",3,3,1,1,0
"147",8.38366179879172,9e+05,9e+05,9e+05,NA,4375,4375,NA,48,48,NA,20,0,3,6,1,11,3,45,1,0,"Small",1,2,1,1,0
"148",8.3961759151243,911333.416666667,911333.4375,737717,NA,4430.09326171875,3586.12426757812,NA,48,48,NA,44,1,3,4,0,5,33,45,1,1,"Small",1,2,6,1,0
"149",8.34283980427146,9e+05,9e+05,9e+05,NA,4200,4200,NA,50,50,NA,20,1,3,5,0,8,6,45,1,0,"Small",1,2,6,1,0
"150",8.76397880368464,1316473.33333333,1316473.375,1e+06,NA,6399.5234375,4861.111328125,NA,48,48,NA,21,1,3,6,1,11,4,92,1,1,"No Small",1,4,6,1,0
"151",8.33487159555978,5e+05,5e+05,5e+05,NA,4166.66650390625,4166.66650390625,NA,28,28,NA,38,0,2,6,1,11,21,51,1,0,"Small",1,2,4,1,0
"152",8.44820028505205,8e+05,8e+05,8e+05,NA,4666.66650390625,4666.66650390625,NA,40,40,NA,43,1,2,6,1,11,26,37,1,0,"No Small",1,4,1,1,0
"153",8.4890223590924,1e+06,1e+06,1e+06,NA,4861.111328125,4861.111328125,NA,48,48,NA,32,1,2,6,1,11,15,45,1,1,"Small",1,2,1,1,0
"154",8.53958485473616,1095690.33333333,1095690.25,737717,2e+05,5113.22119140625,4303.34912109375,4666.66666666667,50,40,10,51,0,2,4,0,5,40,54,3,1,"Small",1,1,1,1,0
"155",7.34958802254187,160000,160000,160000,NA,1555.55554199219,1555.55554199219,NA,24,24,NA,19,0,2,6,1,11,2,53,1,0,"Small",1,2,6,1,0
"156",8.41986370856614,1286473.33333333,1166473.375,1e+06,NA,4536.28515625,3888.88891601562,NA,60,60,NA,38,0,2,4,0,5,27,53,1,1,"No Small",1,3,6,1,0
"157",8.08938511293033,754383.666666667,754383.6875,737717,NA,3259.6826171875,3187.666015625,NA,54,54,NA,43,1,2,4,0,5,32,87,1,1,"No Small",1,5,1,1,0
"158",8.58889338438223,1070857,920857,737717,NA,5371.666015625,4303.34912109375,NA,40,40,NA,54,1,2,6,1,11,37,98,1,1,"No Small",1,5,1,1,0
