Total_salary,Total_hour_salary,y_salary_m,y_salarySec_m,bin_male,age,maxEducLevel,college,oficio,p6210,p6210s1,p6240,relab,formal,ocu,dsi,totalHoursWorked,Log_Total_hour_salary,out_totalHoursWorked,out_Total_salary
899453,5246.80908203125,781242,NA,1,33,3,0,59,3,2,1,1,1,1,0,40,8.565375376905271,0,0
2310000,11229.1669921875,1800000,NA,1,31,7,0,30,6,5,1,1,1,1,0,48,9.326269867972112,0,0
1835833.375,10709.0283203125,1800000,NA,0,30,7,0,44,6,1,1,1,1,1,0,40,9.278842432931182,0,0
1044000,5075,1000000,NA,1,26,6,1,58,5,11,1,1,1,1,0,48,8.532081803909987,0,0
1300000,6740.74072265625,1300000,NA,0,26,7,0,16,6,3,1,1,1,1,0,45,8.81592509737174,0,0
80000,4666.66650390625,80000,NA,1,19,7,0,77,6,0,3,1,0,1,0,4,8.448200285052053,1,0
927786.3125,3608.05786132812,781242,NA,1,48,7,0,39,6,2,1,1,1,1,0,60,8.190924918007394,0,0
1063333.375,3759.25952148438,980000,NA,0,45,7,0,59,6,3,1,1,1,1,0,66,8.231977281214114,0,0
846345.5,3291.34350585938,781242,NA,0,57,3,0,54,3,1,1,3,1,1,0,60,8.099051120846564,0,0
1293211,5029.15380859375,900000,NA,1,29,6,1,98,5,10,1,1,1,1,0,60,8.523007020033912,0,0
1864877.625,6593.00146484375,1400000,NA,1,42,3,0,98,3,3,1,1,1,1,0,66,8.793763981294944,0,0
480000,4480,400000,NA,0,24,7,0,45,6,1,3,1,0,1,0,25,8.40737832540903,0,0
500000,1944.44445800781,500000,NA,1,55,4,0,93,3,5,1,1,0,1,0,60,7.572731589550831,0,0
937500,4557.29150390625,900000,NA,1,23,7,0,21,6,4,1,1,1,1,0,48,8.424483757597683,0,0
918211,4463.52587890625,830000,NA,0,57,6,1,45,5,11,1,1,1,1,0,48,8.40369428849804,0,0
3666666.75,21388.888671875,3600000,NA,0,39,7,0,11,6,7,1,1,1,1,0,40,9.970626845227653,0,0
1751266.75,8513.1025390625,1390000,NA,0,44,7,0,59,6,4,1,1,1,1,0,48,9.049361730808874,0,0
1050000,3712.12109375,1000000,NA,1,35,6,1,58,5,11,1,1,1,1,0,66,8.219358715612683,0,0
3333333.25,12962.962890625,3000000,NA,0,34,7,0,44,6,2,1,1,1,1,0,60,9.46985156188091,0,0
1988000,10308.1484375,1790000,NA,0,24,7,0,3,6,2,1,1,1,1,0,45,9.240689971891701,0,0
800000,3888.88891601562,800000,NA,1,27,6,1,98,5,11,1,1,0,1,0,48,8.265878770110776,0,0
898453,5823.306640625,781242,NA,0,29,6,1,39,5,11,1,1,1,1,0,36,8.669623530698772,0,0
781242,3375.73706054688,781242,NA,1,48,4,0,33,3,5,1,1,0,1,0,54,8.124368967773561,0,0
1183333.375,5752.31494140625,1100000,NA,0,20,6,1,97,5,11,1,1,1,1,0,48,8.657357651275797,0,0
400000,1944.44445800781,400000,NA,1,52,6,1,95,5,11,1,1,0,1,0,48,7.572731589550831,0,0
1101666.625,5355.32373046875,1000000,NA,1,47,3,0,98,3,4,1,1,1,1,0,48,8.585846434923635,0,0
380000,1847.22216796875,380000,NA,1,19,7,0,39,6,1,1,1,0,1,0,48,7.521438258817534,0,0
2500000,12152.77734375,2500000,NA,0,26,7,0,39,6,5,1,1,1,1,0,48,9.40531301060941,0,0
1454044.375,7375.58740234375,1275000,NA,1,27,7,0,44,6,5,1,1,1,1,0,46,8.905930825811728,0,0
910000,4423.611328125,850000,NA,0,30,7,0,54,6,2,1,3,1,1,0,48,8.394711684036384,0,0
1409877.625,6853.57177734375,1170000,NA,1,32,6,1,58,5,11,1,1,1,1,0,48,8.832525222709721,0,0
1160929.375,5643.40673828125,781242,NA,1,33,5,0,98,4,7,1,1,1,1,0,48,8.63824319374859,0,0
1150000,5590.27783203125,1150000,NA,1,20,6,1,58,5,11,1,1,1,1,0,48,8.628784266529669,0,0
866242,4210.8984375,781242,NA,1,29,6,1,83,5,11,1,1,1,1,0,48,8.345431309490642,0,0
837742,4072.35693359375,781242,NA,0,22,6,1,44,5,11,1,1,1,1,0,48,8.31197720998651,0,0
806242,3919.23193359375,781242,NA,0,27,6,1,39,5,11,1,1,1,1,0,48,8.273650978278962,0,0
781242,3797.7041015625,781242,NA,0,48,6,1,39,5,11,1,1,1,1,0,48,8.2421519793225535,0,0
930929.4375,4525.3515625,781242,NA,0,44,7,0,45,6,4,1,1,1,1,0,48,8.417450546486219,0,0
480000,4666.66650390625,480000,NA,1,20,6,1,53,5,11,1,1,0,1,0,24,8.448200285052053,1,0
1000000,5833.33349609375,1000000,NA,0,42,4,0,55,3,5,1,1,0,1,0,40,8.671343899145281,0,0
1257333.375,3259.75317382812,1224000,NA,0,25,7,0,54,6,2,1,3,1,1,0,90,8.089406757944682,1,0
580000,2819.4443359375,580000,NA,1,27,4,0,97,3,5,1,1,0,1,0,48,7.9442951005226465,0,0
933119.6875,4535.99853515625,781242,NA,1,22,7,0,39,6,2,1,1,0,1,0,48,8.4198005224702,0,0
988929.4375,4195.4580078125,781242,NA,0,47,6,1,39,5,11,1,1,1,1,0,55,8.341757792396372,0,0
844825.3125,3942.51806640625,781242,NA,0,48,6,1,54,5,11,1,3,0,1,0,50,8.279574901301329,0,0
4433333.5,25861.111328125,4100000,NA,0,41,7,0,21,6,7,1,1,1,1,0,40,10.160495626194608,0,0
1240544.375,5789.20703125,1040000,NA,0,45,5,0,79,4,9,1,1,1,1,0,50,8.663750606308763,0,0
433333.34375,3744.85595703125,400000,NA,1,45,6,1,83,5,11,6,1,0,1,0,27,8.22813843246962,0,0
949461,4615.435546875,820000,NA,1,37,6,1,45,5,11,1,1,1,1,0,48,8.437161518838064,0,0
843742,4101.5234375,781242,NA,1,61,5,0,98,4,9,1,1,1,1,0,48,8.319113753799268,0,0
1018211,4949.63671875,900000,NA,0,36,7,0,45,6,2,1,1,1,1,0,48,8.507069462718032,0,0
1200544.375,5835.9794921875,1000000,NA,0,40,7,0,3,6,5,1,1,1,1,0,48,8.67179739561791,0,0
948333.3125,4609.95361328125,850000,NA,0,39,6,1,45,5,11,1,1,1,1,0,48,8.435973073745114,0,0
1123211,5460.0537109375,900000,NA,0,39,7,0,3,6,2,1,1,1,1,0,48,8.605213905858607,0,0
1064877.625,5176.48828125,850000,NA,1,43,7,0,3,6,2,1,1,1,1,0,48,8.551882167367037,0,0
1174877.625,5711.21044921875,960000,NA,1,41,5,0,87,4,6,1,1,1,1,0,48,8.650186267787843,0,0
869453,4226.5078125,781242,NA,1,27,6,1,55,5,11,1,1,1,1,0,48,8.349131354823443,0,0
869453,4226.5078125,781242,NA,0,26,7,0,55,6,2,1,1,1,1,0,48,8.349131354823443,0,0
970929.4375,4719.7958984375,781242,NA,0,25,6,1,45,5,11,1,1,1,1,0,48,8.459520835788183,0,0
2068211,10053.8037109375,1800000,NA,1,28,6,1,39,5,11,1,1,1,1,0,48,9.215706320582473,0,0
964929.4375,4690.62939453125,781242,NA,0,30,5,0,45,4,8,1,1,1,1,0,48,8.453322051696805,0,0
660000,3500,420000,180000,0,37,4,0,54,3,5,4,3,0,1,0,44,8.160518247477505,0,0
790063,3840.583984375,781242,NA,0,20,6,1,45,5,11,1,1,1,1,0,48,8.253379713283216,0,0
869453,4226.5078125,781242,NA,1,26,6,1,58,5,11,6,1,1,1,0,48,8.349131354823443,0,0
500000,2333.33325195312,500000,NA,0,25,6,1,53,5,11,1,1,0,1,0,50,7.755053104492106,0,0
862484,4192.63037109375,781242,NA,1,28,7,0,3,6,2,1,1,1,1,0,48,8.341083589479538,0,0
948211,4609.35888671875,800000,NA,0,40,7,0,38,6,3,1,1,1,1,0,48,8.435844056193464,0,0
988211,4803.8037109375,850000,NA,1,23,7,0,98,6,2,1,1,1,1,0,48,8.477163322860003,0,0
930929.4375,4344.33740234375,781242,NA,0,49,5,0,59,4,9,1,3,0,1,0,50,8.37662852948699,0,0
1758000,8545.8330078125,1248000,NA,1,61,5,0,95,4,7,1,1,1,1,0,48,9.05319907562135,0,0
3033333.25,17694.443359375,2800000,NA,1,29,7,0,8,6,5,1,1,1,1,0,40,9.781005934775582,0,0
4820833.5,28121.529296875,4450000,NA,1,33,7,0,8,6,5,1,1,1,1,0,40,10.244290729114194,0,0
1068211,5192.6923828125,950000,NA,0,34,6,1,90,5,11,1,1,1,1,0,48,8.55500760519633,0,0
1318211,6407.97021484375,1000000,NA,1,35,6,1,98,5,11,1,1,1,1,0,48,8.76529784061688,0,0
1213211,5897.5537109375,950000,NA,0,26,7,0,39,6,6,1,1,1,1,0,48,8.682292918648157,0,0
1200000,6222.22216796875,800000,400000,0,58,7,0,36,6,2,1,1,1,1,0,45,8.735882383661759,0,0
1488211,5787.4873046875,1300000,NA,0,52,7,0,50,6,1,1,1,1,1,0,60,8.66345350481757,0,0
400000,15555.5556640625,400000,NA,1,21,7,0,18,6,4,3,1,0,1,0,6,9.652173131230668,1,0
2425000,9430.5556640625,1500000,NA,1,56,7,0,39,6,1,1,1,1,1,0,60,9.151710299030668,0,0
1950000,9100,1800000,NA,1,29,7,0,2,6,6,1,1,1,1,0,50,9.116029692504942,0,0
781242,3797.7041015625,781242,NA,1,30,6,1,39,5,11,1,1,1,1,0,48,8.2421519793225535,0,0
800000,2222.22216796875,800000,NA,1,29,6,1,95,5,11,1,1,1,1,0,84,7.706262950785846,1,0
1039687.4375,5054.0361328125,800000,NA,0,32,6,1,53,5,11,1,1,1,1,0,48,8.527942437272108,0,0
2376666.75,11553.2412109375,2200000,NA,1,27,7,0,30,6,6,1,1,1,1,0,48,9.354721300905892,0,0
180000,1400,180000,NA,0,26,7,0,33,6,4,6,1,0,1,0,30,7.24422751560335,0,0
3280000,15306.6669921875,3000000,NA,0,33,7,0,11,6,4,1,1,1,1,0,50,9.636043763591942,0,0
1040000,4578.6162109375,840000,NA,1,23,6,1,44,5,11,1,1,1,1,0,53,8.429152094105655,0,0
1210929.375,5886.46240234375,781242,NA,1,29,6,1,39,5,11,1,1,1,1,0,48,8.680410485399197,0,0
1000000,5185.18505859375,1000000,NA,1,53,6,1,95,5,11,1,1,0,1,0,45,8.55356081117305,0,0
488083.34375,4745.2548828125,480000,NA,0,44,4,0,54,3,5,1,3,0,1,0,24,8.464900425684089,1,0
869453,4226.5078125,781242,NA,1,27,7,0,62,6,1,1,1,1,1,0,48,8.349131354823443,0,0
1237211,6014.22021484375,1090000,NA,0,42,4,0,52,3,5,1,1,1,1,0,48,8.701881979912299,0,0
869453,4226.5078125,781242,NA,0,22,7,0,34,6,1,1,1,1,1,0,48,8.349131354823443,0,0
929453,4518.17431640625,781242,NA,0,39,4,0,53,3,5,1,1,1,1,0,48,8.41586327893223,0,0
900000,3500,900000,NA,1,25,5,0,84,4,9,1,1,0,1,0,60,8.160518247477505,0,0
1841500,10742.0830078125,1500000,NA,0,31,7,0,39,6,3,1,2,1,1,0,40,9.281924297843155,0,0
300000,11666.6669921875,300000,NA,1,21,7,0,59,6,3,3,1,1,1,0,6,9.364491079705227,1,0
869453,4226.5078125,781242,NA,1,45,4,0,58,3,5,1,1,1,1,0,48,8.349131354823443,0,0
869453,3756.89575195312,781242,NA,0,51,4,0,54,3,5,1,3,0,1,0,54,8.231348297505503,0,0
1928000,8651.2822265625,1800000,NA,1,27,6,1,53,5,11,1,1,1,1,0,52,9.06546282322499,0,0
939453,4566.78564453125,781242,NA,1,44,5,0,59,4,8,1,1,1,1,0,48,8.426564876355707,0,0
4500000,21875,4000000,NA,0,54,7,0,12,6,8,1,2,1,1,0,48,9.993099711225815,0,0
4000000,19444.4453125,4000000,NA,1,47,7,0,12,6,8,1,2,1,1,0,48,9.875316720212288,0,0
4000000,18666.666015625,4000000,NA,1,47,7,0,21,6,3,1,1,1,1,0,50,9.834494646171944,0,0
2000000,9722.22265625,2000000,NA,0,38,6,1,21,5,11,1,1,1,1,0,48,9.182169539652342,0,0
959929.4375,4666.32373046875,781242,NA,0,34,6,1,39,5,11,1,1,1,1,0,48,8.44812683090091,0,0
959929.4375,4666.32373046875,781242,NA,0,55,6,1,79,5,11,1,1,1,1,0,48,8.44812683090091,0,0
1200000,3500,1200000,NA,0,55,7,0,11,6,5,1,1,1,1,0,80,8.160518247477505,1,0
1593761,7747.44921875,1500000,NA,1,24,7,0,8,6,5,1,1,1,1,0,48,8.955118935106702,0,0
1936000,9411.111328125,1900000,NA,1,31,6,1,58,5,11,1,2,1,1,0,48,9.149646326363253,0,0
931953,4530.3271484375,781242,NA,0,38,5,0,79,4,8,1,1,1,1,0,48,8.418549434067595,0,0
888211,4317.6923828125,800000,NA,1,28,5,0,99,4,7,1,1,1,1,0,48,8.370476367872936,0,0
781242,3797.7041015625,781242,NA,1,20,5,0,92,4,6,1,1,0,1,0,48,8.2421519793225535,0,0
898453,4367.47998046875,781242,NA,1,47,7,0,37,6,4,1,1,1,1,0,48,8.38194145824699,0,0
2414333.25,14083.6103515625,2200000,NA,0,47,7,0,43,6,3,1,1,1,1,0,40,9.552767013857192,0,0
750000,3645.83325195312,750000,NA,1,22,7,0,3,6,3,6,1,0,1,0,48,8.20134021967633,0,0
2330000,8629.6298828125,1800000,NA,1,33,7,0,58,6,2,1,2,1,1,0,63,9.062956895882296,0,0
2538333.25,14806.9443359375,2330000,NA,0,35,7,0,8,6,5,1,1,1,1,0,40,9.602851561594399,0,0
2041666.625,9924.7685546875,2000000,NA,1,29,6,1,98,5,11,1,1,1,1,0,48,9.202788785856537,0,0
1071544.375,5208.896484375,900000,NA,1,46,6,1,97,5,11,1,1,1,1,0,48,8.558123305091407,0,0
900000,5250,900000,NA,0,50,5,0,54,4,6,1,3,1,1,0,40,8.565983355585669,0,0
1417211,6889.22021484375,1200000,NA,1,29,6,1,40,5,11,1,1,1,1,0,48,8.837713181237573,0,0
1500000,7291.66650390625,1500000,NA,1,58,7,0,98,6,3,1,1,1,1,0,48,8.894487400236276,0,0
988211,4803.8037109375,900000,NA,1,22,7,0,3,6,5,1,1,1,1,0,48,8.477163322860003,0,0
1421211,6029.3798828125,1200000,NA,0,29,6,1,36,5,11,1,1,1,1,0,55,8.704399445761744,0,0
1500000,7291.66650390625,1300000,NA,0,25,7,0,70,6,2,1,1,1,1,0,48,8.894487400236276,0,0
1039044.3125,6734.54638671875,850000,NA,0,20,7,0,19,6,3,1,1,1,1,0,36,8.815005734938342,0,0
1634877.625,9536.7861328125,1400000,NA,0,28,7,0,11,6,5,1,1,1,1,0,40,9.1629118243314,0,0
1384877.625,6732.0439453125,1200000,NA,1,29,7,0,44,6,5,1,1,1,1,0,48,8.814634083113589,0,0
815000,3961.8056640625,815000,NA,1,46,3,0,3,3,4,1,1,1,1,0,48,8.284455176096522,0,0
800000,3393.939453125,800000,NA,1,19,6,1,97,5,11,1,1,0,1,0,55,8.129746606249368,0,0
781242,3797.7041015625,781242,NA,0,20,7,0,19,6,2,6,1,0,1,0,48,8.2421519793225535,0,0
869453,2898.1767578125,781242,NA,1,55,5,0,95,4,8,1,1,0,1,0,70,7.971837114054617,0,0
1283333.375,6238.42626953125,1200000,NA,1,30,6,1,95,5,11,1,1,1,1,0,48,8.738483229159973,0,0
869453,4226.5078125,781242,NA,0,24,7,0,34,6,4,1,1,1,1,0,48,8.349131354823443,0,0
1115687.375,5423.48046875,900000,NA,0,57,6,1,44,5,11,1,1,1,1,0,48,8.598493041247643,0,0
930929.4375,4525.3515625,781242,NA,0,54,7,0,39,6,3,1,1,1,1,0,48,8.417450546486219,0,0
1053333.375,5461.728515625,1000000,NA,1,25,7,0,3,6,3,1,1,1,1,0,45,8.60552059659202,0,0
1061666.625,7741.3193359375,800000,NA,1,30,7,0,18,6,5,1,1,1,1,0,32,8.954327408897127,0,0
862333.3125,3593.05541992188,800000,NA,0,43,7,0,45,6,3,1,1,1,1,0,56,8.186758211409225,0,0
500000,2592.59252929688,500000,NA,1,23,6,1,81,5,11,6,1,0,1,0,45,7.860413630613106,0,0
869453,4226.5078125,781242,NA,0,19,5,0,77,4,9,1,1,1,1,0,48,8.349131354823443,0,0
1163211,5654.498046875,1000000,NA,0,59,6,1,53,5,11,1,1,1,1,0,48,8.640206621900587,0,0
1351544.375,7884.0087890625,1180000,NA,0,33,7,0,32,6,2,1,1,1,1,0,40,8.972591783069364,0,0
1103044.375,5476.10693359375,910000,NA,1,38,6,1,3,5,11,1,1,1,1,0,47,8.608149713900977,0,0
375000,3240.74072265625,375000,NA,0,19,6,1,16,5,11,1,1,0,1,0,27,8.08355720076102,0,0
4074311.5,8802.5244140625,1350000,2400000,1,31,6,1,58,5,11,1,1,1,1,0,108,9.082793824562708,1,0
1149687.375,4471.00634765625,1000000,NA,1,40,6,1,40,5,11,1,1,1,1,0,60,8.405368795972684,0,0
1301544.375,6326.95166015625,1100000,NA,1,45,4,0,79,3,5,1,1,1,1,0,48,8.752573828870542,0,0
931242,3017.91381835938,781242,NA,1,36,6,1,85,5,11,1,1,1,1,0,72,8.012321083041797,0,0
1020286.3125,3967.78002929688,781242,NA,0,32,6,1,53,5,11,1,1,1,1,0,60,8.285962030703022,0,0
1075000,5225.6943359375,1000000,NA,1,23,7,0,2,6,5,1,1,1,1,0,48,8.561342955265047,0,0
931953,5057.109375,781242,NA,0,53,6,1,55,5,11,1,1,1,1,0,43,8.528550329281924,0,0
1363211,6626.72021484375,1200000,NA,1,53,6,1,58,5,11,1,1,1,1,0,48,8.798865272220635,0,0
340000,3305.5556640625,340000,NA,1,20,6,1,37,5,11,3,1,0,1,0,24,8.103359866463187,1,0
2254877.75,13153.453125,2000000,NA,1,24,7,0,33,6,3,1,1,1,1,0,40,9.484439598190898,0,0
950703,4621.47314453125,781242,NA,0,29,7,0,59,6,3,1,1,1,1,0,48,8.438468795702608,0,0
781242,3797.7041015625,781242,NA,1,22,6,1,39,5,11,1,1,0,1,0,48,8.2421519793225535,0,0
1038211,5046.85888671875,950000,NA,1,21,6,1,39,5,11,1,1,1,1,0,48,8.526521326115567,0,0
869453,4226.5078125,781242,NA,0,56,5,0,55,4,6,1,1,1,1,0,48,8.349131354823443,0,0
2149000,10446.52734375,2100000,NA,0,30,7,0,8,6,5,1,1,1,1,0,48,9.25402489056235,0,0
1329000,6460.41650390625,1200000,NA,1,36,7,0,97,6,2,1,1,1,1,0,48,8.773449068987164,0,0
960929.4375,4671.1845703125,781242,NA,0,37,6,1,55,5,11,1,1,1,1,0,48,8.449167973811042,0,0
1413211,6869.77587890625,1200000,NA,1,23,6,1,98,5,11,1,1,1,1,0,48,8.834886761526498,0,0
1197377.625,4989.0732421875,1000000,NA,0,20,6,1,59,5,11,1,1,1,1,0,56,8.515005448488393,0,0
840000,4083.33325195312,840000,NA,0,53,5,0,53,4,7,1,1,0,1,0,48,8.314668907374916,0,0
3741666.75,8394.765625,3200000,NA,1,43,6,1,31,5,11,1,2,1,1,0,104,9.035363650718104,1,0
1460000,7097.22216796875,1400000,NA,0,37,7,0,59,6,3,1,1,1,1,0,48,8.86745874252546,0,0
800000,3111.11108398438,800000,NA,1,34,3,0,53,3,4,1,1,0,1,0,60,8.042735203101815,0,0
842718.4375,4096.5478515625,781242,NA,1,45,4,0,37,3,5,6,1,1,1,0,48,8.317899910598108,0,0
1250000,6076.388671875,1200000,NA,1,25,6,1,98,5,11,1,1,1,1,0,48,8.712165830049464,0,0
758166.6875,4212.037109375,700000,NA,0,23,6,1,33,5,11,1,1,1,1,0,42,8.34570168360798,0,0
954877.6875,4641.7666015625,800000,NA,1,28,6,1,79,5,11,1,1,0,1,0,48,8.442850305855213,0,0
979687.4375,5714.84326171875,830000,NA,0,29,6,1,39,5,11,1,1,1,1,0,40,8.65082215008182,0,0
930929.4375,4525.3515625,781242,NA,0,35,4,0,55,3,5,1,1,1,1,0,48,8.417450546486219,0,0
930929.4375,4525.3515625,781242,NA,1,26,6,1,58,5,11,1,1,1,1,0,48,8.417450546486219,0,0
833333.3125,3240.74072265625,800000,NA,1,64,4,0,58,3,5,1,1,0,1,0,60,8.08355720076102,0,0
445666.65625,4332.8701171875,400000,NA,0,44,6,1,55,5,11,1,1,1,1,0,24,8.373985446028122,1,0
1413333.375,6870.37060546875,1300000,NA,1,49,6,1,85,5,11,1,1,1,1,0,48,8.834973329244468,0,0
2038211,9907.9697265625,1800000,NA,0,28,7,0,8,6,5,1,1,1,1,0,48,9.201094735150656,0,0
7000000,34027.77734375,7000000,NA,1,58,7,0,6,6,9,1,1,1,1,0,48,10.434932450749752,0,1
2491666.75,13842.5927734375,2300000,NA,0,53,7,0,7,6,4,1,1,1,1,0,42,9.535505550747086,0,0
1356877.625,13191.8662109375,1180000,NA,1,24,7,0,13,6,6,1,1,1,1,0,24,9.487355722506496,1,0
1009687.4375,4908.20263671875,800000,NA,0,27,6,1,74,5,11,1,1,1,1,0,48,8.498663092003527,0,0
1360929.375,6615.62890625,781242,NA,1,48,6,1,39,5,11,1,1,1,1,0,48,8.79719014478125,0,0
930934.4375,4525.3759765625,781242,NA,1,47,6,1,59,5,11,1,1,1,1,0,48,8.417455941425443,0,0
781242,2531.802734375,781242,NA,0,32,5,0,59,4,9,1,3,1,1,0,72,7.836686871214389,0,0
931953,4530.3271484375,781242,NA,1,49,4,0,37,3,5,1,1,1,1,0,48,8.418549434067595,0,0
700000,2474.74755859375,700000,NA,1,35,4,0,95,3,5,1,1,0,1,0,66,7.8138936732730135,0,0
100000,1296.29626464844,100000,NA,0,33,6,1,99,5,11,4,1,0,1,0,18,7.167266450053161,1,0
869453,3381.2060546875,781242,NA,0,52,6,1,79,5,11,1,1,1,1,0,60,8.125987745745084,0,0
575000,5366.66650390625,575000,NA,1,27,7,0,19,6,6,3,1,0,1,0,25,8.587962231976416,0,0
1300000,6319.4443359375,1300000,NA,1,28,6,1,79,5,11,1,1,1,1,0,48,8.751386561746703,0,0
10833333,45959.59375,10000000,NA,0,58,7,0,2,6,11,1,1,1,1,0,55,10.735517892715619,0,1
8000000,38888.890625,8000000,NA,1,62,7,0,6,6,10,1,1,1,1,0,48,10.568463900772233,0,1
1941000,6862.12109375,1560000,NA,1,30,6,1,58,5,11,1,2,1,1,0,66,8.833771870267935,0,0
960000,4666.66650390625,960000,NA,1,26,6,1,97,5,11,1,1,1,1,0,48,8.448200285052053,0,0
1100711,4586.2958984375,950000,NA,1,27,6,1,90,5,11,1,1,1,1,0,56,8.430827983455336,0,0
1098211,5338.52587890625,840000,NA,0,24,6,1,38,5,11,1,1,1,1,0,48,8.582704841205418,0,0
8000000,46666.66796875,8000000,NA,0,47,7,0,6,6,7,1,1,1,1,0,40,10.750785440825117,0,1
2126666.75,8861.111328125,2000000,NA,1,49,7,0,3,6,3,1,1,1,1,0,56,9.089427467801467,0,0
1500000,8750,1500000,NA,0,36,7,0,16,6,3,1,1,1,1,0,40,9.07680897935166,0,0
1639083.375,7967.7666015625,1513000,NA,1,59,5,0,98,4,9,6,1,1,1,0,48,8.983159506862838,0,0
1150000,5590.27783203125,1150000,NA,1,56,6,1,98,5,11,1,1,1,1,0,48,8.628784266529669,0,0
957786.3125,4655.90576171875,781242,NA,0,29,6,1,55,5,11,4,1,1,1,0,48,8.445891749025758,0,0
1013333.3125,4925.92578125,900000,NA,1,52,6,1,90,5,11,1,1,1,1,0,48,8.502267511829261,0,0
833333.3125,4050.92578125,800000,NA,0,47,5,0,90,4,6,1,1,1,1,0,48,8.3067007219413,0,0
2085166.75,10136.2275390625,1800000,NA,0,34,7,0,39,6,2,1,2,1,1,0,48,9.223871170354228,0,0
1500000,7291.66650390625,1200000,NA,0,22,7,0,33,6,5,1,1,1,1,0,48,8.894487400236276,0,0
900000,1944.44445800781,900000,NA,1,32,4,0,45,3,5,1,1,0,1,0,108,7.572731589550831,1,0
13000000,75833.3359375,12000000,NA,0,54,7,0,12,6,7,1,1,1,1,0,40,11.236293263045692,0,1
400000,2916.66674804688,400000,NA,0,51,6,1,45,5,11,1,1,0,1,0,32,7.9781967185853375,0,0
2383333.25,13902.77734375,2200000,NA,1,32,7,0,13,6,9,1,1,1,1,0,40,9.53984390806252,0,0
8000000,35897.4375,8000000,NA,1,39,7,0,13,6,6,1,1,1,1,0,52,10.488421193098697,0,1
3800000,17051.28125,3800000,NA,0,35,7,0,13,6,5,1,1,1,1,0,52,9.743980626515862,0,0
833333.3125,4050.92578125,800000,NA,0,39,6,1,55,5,11,1,1,1,1,0,48,8.3067007219413,0,0
833333.3125,4050.92578125,800000,NA,1,19,7,0,3,6,3,1,1,1,1,0,48,8.3067007219413,0,0
1084877.625,5273.71044921875,900000,NA,1,41,3,0,98,3,4,1,1,1,1,0,48,8.570489463854845,0,0
930929.4375,4525.3515625,781242,NA,1,51,4,0,77,3,5,1,1,1,1,0,48,8.417450546486219,0,0
930929.4375,4525.3515625,781242,NA,0,20,6,1,55,5,11,1,1,1,1,0,48,8.417450546486219,0,0
931953,4530.3271484375,781242,NA,0,52,6,1,53,5,11,1,1,1,1,0,48,8.418549434067595,0,0
1079166.625,12590.27734375,1000000,NA,1,58,7,0,41,6,6,1,1,1,1,0,20,9.440680155687739,1,0
2798333.25,13058.888671875,2500000,NA,1,33,6,1,30,5,11,1,1,1,1,0,50,9.477224305172582,0,0
930929.4375,4525.3515625,781242,NA,0,33,6,1,59,5,11,1,1,1,1,0,48,8.417450546486219,0,0
930929.4375,4525.3515625,781242,NA,1,28,3,0,97,3,4,1,1,1,1,0,48,8.417450546486219,0,0
1592500,9289.5830078125,1500000,NA,0,36,7,0,58,6,4,1,1,1,1,0,40,9.136648944666188,0,0
921119.6875,4298.55859375,781242,NA,1,40,6,1,84,5,11,1,1,1,1,0,50,8.366035034730157,0,0
1181953,4924.80419921875,781242,250000,1,45,3,0,62,3,2,1,1,1,1,0,56,8.502039796312072,0,0
931953,4530.3271484375,781242,NA,1,28,6,1,39,5,11,1,1,1,1,0,48,8.418549434067595,0,0
908211,5297.8974609375,820000,NA,1,21,7,0,39,6,3,1,1,0,1,0,40,8.575065315348285,0,0
2366666.75,10619.658203125,2000000,200000,0,28,7,0,33,6,8,1,1,1,1,0,52,9.270462110014822,0,0
1588211,7720.47021484375,1200000,NA,1,37,6,1,39,5,11,1,1,1,1,0,48,8.951630549822482,0,0
869453,4226.5078125,781242,NA,1,22,3,0,99,3,4,1,1,1,1,0,48,8.349131354823443,0,0
898461,4367.5185546875,781250,NA,0,19,6,1,45,5,11,1,1,1,1,0,48,8.38195029035351,0,0
800000,3888.88891601562,800000,NA,0,22,6,1,33,5,11,1,1,1,1,0,48,8.265878770110776,0,0
865000,2883.33325195312,800000,NA,1,41,6,1,98,5,11,1,1,1,1,0,70,7.966702283033463,0,0
930929.4375,4259.154296875,781242,NA,0,56,4,0,55,3,5,1,1,1,1,0,51,8.356825897695014,0,0
1858333.375,10840.2783203125,1800000,NA,0,29,7,0,39,6,3,1,1,1,1,0,40,9.291023949969613,0,0
1020929.4375,4962.8515625,781242,NA,0,36,6,1,97,5,11,1,1,1,1,0,48,8.509735766314856,0,0
931953,4530.3271484375,781242,NA,0,42,1,0,55,1,0,1,1,1,1,0,48,8.418549434067595,0,0
898619.6875,4368.2900390625,781242,NA,0,19,7,0,38,6,0,1,1,1,1,0,48,8.382126916104571,0,0
600000,4000,600000,NA,0,49,5,0,99,4,6,1,1,0,1,0,35,8.294049640102028,0,0
1000000,3888.88891601562,1000000,NA,1,53,4,0,59,3,5,1,3,0,1,0,60,8.265878770110776,0,0
4007000,19080.953125,3900000,82000,0,39,7,0,13,6,7,1,2,1,1,0,49,9.856445897895073,0,0
2068211,10967.78515625,1800000,NA,1,46,7,0,30,6,5,1,1,1,1,0,44,9.302717632816345,0,0
921544.3125,6515.9697265625,800000,NA,1,24,7,0,33,6,5,1,1,1,1,0,33,8.782011323695565,0,0
